Question ID,Category,Personality System,Trait / Dimension,Option A,Option B,One-Line Question,Option A Score Code,Option B Score Code,Scoring Logic,Weight,Reverse Scored?,AI Interpretation Tag
NORM-170,Relationships,Love Languages,Acts of Service,wake up to chores already done,wake up to a sweet message,Would You Rather… wake up to chores already done OR wake up to a sweet message?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-171,Relationships,Love Languages,Acts of Service,feel loved when someone helps,feel loved when someone expresses love,Would You Rather… feel loved when someone helps OR feel loved when someone expresses love?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-172,Relationships,Love Languages,Acts of Service,receive practical support,receive emotional reassurance,Would You Rather… receive practical support OR receive emotional reassurance?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-173,Relationships,Love Languages,Acts of Service,have dinner cooked for you,hear a loving explanation,Would You Rather… have dinner cooked for you OR hear a loving explanation?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-174,Relationships,Love Languages,Acts of Service,have someone fix a problem,have someone celebrate your feelings,Would You Rather… have someone fix a problem OR have someone celebrate your feelings?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-175,Relationships,Love Languages,Acts of Service,be cared for through action,be cared for through words,Would You Rather… be cared for through action OR be cared for through words?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-176,Relationships,Love Languages,Acts of Service,get help when overwhelmed,get encouragement when overwhelmed,Would You Rather… get help when overwhelmed OR get encouragement when overwhelmed?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
NORM-177,Relationships,Love Languages,Receiving Gifts,receive a meaningful symbolic gift,share a beautiful experience together,Would You Rather… receive a meaningful symbolic gift OR share a beautiful experience together?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-178,Relationships,Love Languages,Receiving Gifts,get a surprise that shows they remembered,spend the whole day together,Would You Rather… get a surprise that shows they remembered OR spend the whole day together?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-179,Relationships,Love Languages,Receiving Gifts,keep a treasured object forever,create a memory you’ll never forget,Would You Rather… keep a treasured object forever OR create a memory you’ll never forget?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-180,Relationships,Love Languages,Receiving Gifts,be surprised with something personal,be surprised with an adventure,Would You Rather… be surprised with something personal OR be surprised with an adventure?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-181,Relationships,Love Languages,Receiving Gifts,feel loved by thoughtful tokens,feel loved by shared presence,Would You Rather… feel loved by thoughtful tokens OR feel loved by shared presence?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-182,Relationships,Love Languages,Receiving Gifts,receive something rare and meaningful,receive uninterrupted attention,Would You Rather… receive something rare and meaningful OR receive uninterrupted attention?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-183,Relationships,Love Languages,Receiving Gifts,open a gift with emotional meaning,have a deep conversation instead,Would You Rather… open a gift with emotional meaning OR have a deep conversation instead?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-184,Relationships,Love Languages,Receiving Gifts,collect reminders of love,collect moments of love,Would You Rather… collect reminders of love OR collect moments of love?,Gifts,Experiences / Time,"Option A +1 to Gifts; Option B +1 to Experiences / Time. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Gifts vs Experiences / Time tendencies within Love Languages.
NORM-185,Relationships,Love Languages,Physical Touch,hold hands during a hard conversation,talk everything through in detail,Would You Rather… hold hands during a hard conversation OR talk everything through in detail?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-186,Relationships,Love Languages,Physical Touch,receive a long hug,receive a long encouraging message,Would You Rather… receive a long hug OR receive a long encouraging message?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-187,Relationships,Love Languages,Physical Touch,cuddle quietly,hear loving words clearly,Would You Rather… cuddle quietly OR hear loving words clearly?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-188,Relationships,Love Languages,Physical Touch,feel close through touch,feel close through conversation,Would You Rather… feel close through touch OR feel close through conversation?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-189,Relationships,Love Languages,Physical Touch,sit close on the couch,share feelings across the table,Would You Rather… sit close on the couch OR share feelings across the table?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-190,Relationships,Love Languages,Physical Touch,be comforted physically,be comforted verbally,Would You Rather… be comforted physically OR be comforted verbally?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-191,Relationships,Love Languages,Physical Touch,fall asleep holding someone,fall asleep after a loving talk,Would You Rather… fall asleep holding someone OR fall asleep after a loving talk?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-192,Relationships,Love Languages,Physical Touch,feel loved through affection,feel loved through reassurance,Would You Rather… feel loved through affection OR feel loved through reassurance?,Physical Touch,Emotional/Verbal Reassurance,"Option A +1 to Physical Touch; Option B +1 to Emotional/Verbal Reassurance. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Physical Touch vs Emotional/Verbal Reassurance tendencies within Love Languages.
NORM-193,Core Personality,MBTI,Introversion vs Extraversion,journal privately about your goals,announce your goals to a group for accountability,Would You Rather… journal privately about your goals OR announce your goals to a group for accountability?,I,E,"Option A +1 to I; Option B +1 to E. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests I vs E tendencies within MBTI.
NORM-194,Core Personality,MBTI,Thinking vs Feeling,choose the objectively best solution,choose the solution that makes people feel safest,Would You Rather… choose the objectively best solution OR choose the solution that makes people feel safest?,T,F,"Option A +1 to T; Option B +1 to F. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests T vs F tendencies within MBTI.
NORM-195,Core Personality,Big Five,Openness,question everything you were taught,preserve the wisdom you inherited,Would You Rather… question everything you were taught OR preserve the wisdom you inherited?,High Openness,Low Openness,"Option A +1 to High Openness; Option B +1 to Low Openness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High Openness vs Low Openness tendencies within Big Five.
NORM-196,Core Personality,Big Five,Conscientiousness,build a disciplined morning routine,wake up and follow your mood,Would You Rather… build a disciplined morning routine OR wake up and follow your mood?,High Conscientiousness,Low Conscientiousness,"Option A +1 to High Conscientiousness; Option B +1 to Low Conscientiousness. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High Conscientiousness vs Low Conscientiousness tendencies within Big Five.
NORM-197,Motivation,Enneagram,Type 6 Security vs Type 8 Power,have a trusted alliance behind you,stand alone with total authority,Would You Rather… have a trusted alliance behind you OR stand alone with total authority?,Type 6,Type 8,"Option A +1 to Type 6; Option B +1 to Type 8. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Type 6 vs Type 8 tendencies within Enneagram.
NORM-198,Core Personality,DISC,Compliance,create a perfect checklist,start before the checklist is finished,Would You Rather… create a perfect checklist OR start before the checklist is finished?,High C,Low C / Flexible,"Option A +1 to High C; Option B +1 to Low C / Flexible. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests High C vs Low C / Flexible tendencies within DISC.
NORM-199,Relationships,Love Languages,Quality Time,spend every Sunday together,keep Sundays open for personal freedom,Would You Rather… spend every Sunday together OR keep Sundays open for personal freedom?,Quality Time,Independent Space,"Option A +1 to Quality Time; Option B +1 to Independent Space. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Quality Time vs Independent Space tendencies within Love Languages.
NORM-200,Relationships,Love Languages,Acts of Service,have someone reduce your workload,have someone tell you why you matter,Would You Rather… have someone reduce your workload OR have someone tell you why you matter?,Acts of Service,Words / Symbolic Love,"Option A +1 to Acts of Service; Option B +1 to Words / Symbolic Love. Track patterns over repeated choices, not one answer.",1,No,Behavior pattern suggests Acts of Service vs Words / Symbolic Love tendencies within Love Languages.
